left_file_id,right_file_id,tier,similarity,overlap_s,verdict
datasec:DATASEC/Voices/Voices-0414.wav,datasec:DATASEC/Voices/Voices-1288.wav,T3,0.858162,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0040.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0068.wav,T3,0.858160,3.500,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0980.wav,T3,0.858153,3.000,review
datasec:DATASEC/Voices/Voices-1282.wav,datasec:DATASEC/Voices/Voices-1304.wav,T3,0.858144,3.500,review
datasec:DATASEC/Voices/Voices-1015.wav,datasec:DATASEC/Voices/Voices-1742.wav,T3,0.858133,3.000,review
datasec:DATASEC/Voices/Voices-0978.wav,datasec:DATASEC/Voices/Voices-1241.wav,T3,0.858119,3.000,review
datasec:DATASEC/Sirens and alarms/Sirens/Sirens-0006.wav,datasec:DATASEC/Sirens and alarms/Sirens/Sirens-0019.wav,T3,0.858104,3.500,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.858090,3.000,review
datasec:DATASEC/Music/Music-0125.wav,datasec:DATASEC/Music/Music-0178.wav,T3,0.858063,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,T3,0.858015,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0841.wav,T3,0.857976,3.000,review
datasec:DATASEC/Voices/Voices-1161.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.857957,3.000,review
datasec:DATASEC/Workshop/drill/drill-0003.wav,datasec:DATASEC/Workshop/drill/drill-0031.wav,T3,0.857932,4.000,review
datasec:DATASEC/Voices/Voices-0028.wav,datasec:DATASEC/Voices/Voices-0045.wav,T3,0.857925,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datasec:DATASEC/Music/Music-0320.wav,T3,0.857905,3.000,review
datasec:DATASEC/Bells/Bells-0042.wav,datasec:DATASEC/Bells/Bells-0045.wav,T3,0.857891,4.000,review
datasec:DATASEC/Voices/Voices-1006.wav,datasec:DATASEC/Voices/Voices-1016.wav,T3,0.857890,4.000,review
datasec:DATASEC/Voices/Voices-1206.wav,datasec:DATASEC/Voices/Voices-1225.wav,T3,0.857854,3.000,review
datasec:DATASEC/Voices/Voices-0677.wav,datasec:DATASEC/Voices/Voices-0681.wav,T3,0.857836,3.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.857827,3.000,review
datasec:DATASEC/Voices/Voices-0651.wav,datasec:DATASEC/Voices/Voices-1253.wav,T3,0.857814,4.000,review
datasec:DATASEC/Voices/Voices-0220.wav,datasec:DATASEC/Voices/Voices-0374.wav,T3,0.857813,3.000,review
datasec:DATASEC/Voices/Voices-0633.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.857807,3.500,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-0682.wav,T3,0.857798,3.000,review
datasec:DATASEC/Voices/Voices-1803.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.857794,3.000,review
datasec:DATASEC/Voices/Voices-1014.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.857696,3.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-0413.wav,T3,0.857687,3.500,review
datasec:DATASEC/Voices/Voices-0791.wav,datasec:DATASEC/Voices/Voices-0905.wav,T3,0.857687,3.000,review
datasec:DATASEC/Voices/Voices-1228.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.857685,3.000,review
datasec:DATASEC/Workshop/drill/drill-0004.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0323.wav,T3,0.857685,3.000,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-0641.wav,T3,0.857674,3.000,review
datasec:DATASEC/Voices/Voices-0874.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.857664,3.500,review
datasec:DATASEC/Voices/Voices-0648.wav,datasec:DATASEC/Voices/Voices-0681.wav,T3,0.857661,3.500,review
datasec:DATASEC/Voices/Voices-1374.wav,datasec:DATASEC/Voices/Voices-1377.wav,T3,0.857644,3.000,review
datasec:DATASEC/Voices/Voices-0774.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.857627,3.000,review
datasec:DATASEC/Voices/Voices-0404.wav,datasec:DATASEC/Voices/Voices-1278.wav,T3,0.857578,3.500,review
datasec:DATASEC/Voices/Voices-0285.wav,datasec:DATASEC/Voices/Voices-0404.wav,T3,0.857507,4.000,review
datasec:DATASEC/Voices/Voices-0143.wav,datasec:DATASEC/Voices/Voices-0231.wav,T3,0.857493,3.000,review
datasec:DATASEC/Voices/Voices-1798.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.857464,3.000,review
datasec:DATASEC/Voices/Voices-1238.wav,datasec:DATASEC/Voices/Voices-1267.wav,T3,0.857435,4.000,review
datasec:DATASEC/Voices/Voices-0646.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.857386,3.000,review
datasec:DATASEC/Voices/Voices-0633.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.857381,3.000,review
datasec:DATASEC/Voices/Voices-0582.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.857378,3.000,review
datasec:DATASEC/Voices/Voices-0341.wav,datasec:DATASEC/Voices/Voices-0374.wav,T3,0.857363,3.000,review
datasec:DATASEC/Voices/Voices-1676.wav,datasec:DATASEC/Voices/Voices-1745.wav,T3,0.857349,3.000,review
datasec:DATASEC/Voices/Voices-0869.wav,datasec:DATASEC/Voices/Voices-0895.wav,T3,0.857305,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datasec:DATASEC/Music/Music-0871.wav,T3,0.857302,3.000,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1819.wav,T3,0.857285,3.500,review
datasec:DATASEC/Voices/Voices-0980.wav,datasec:DATASEC/Voices/Voices-0987.wav,T3,0.857276,4.000,review
datasec:DATASEC/Music/Music-0467.wav,datasec:DATASEC/Music/Music-0891.wav,T3,0.857256,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0038.wav,datasec:DATASEC/Voices/Voices-1288.wav,T3,0.857246,3.500,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-1775.wav,T3,0.857219,3.000,review
datasec:DATASEC/Voices/Voices-1777.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.857129,3.000,review
datasec:DATASEC/Voices/Voices-0143.wav,datasec:DATASEC/Voices/Voices-0224.wav,T3,0.857125,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0047.wav,datasec:DATASEC/Glass breaking/Glass breaking-0050.wav,T3,0.857121,25.000,review
datasec:DATASEC/Voices/Voices-0082.wav,datasec:DATASEC/Voices/Voices-0246.wav,T3,0.857105,3.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0682.wav,T3,0.857095,3.500,review
datasec:DATASEC/Voices/Voices-0661.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.857092,4.000,review
datasec:DATASEC/Music/Music-0125.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.857050,17.500,review
datasec:DATASEC/Voices/Voices-0840.wav,datasec:DATASEC/Voices/Voices-0853.wav,T3,0.857048,4.000,review
datasec:DATASEC/Voices/Voices-0980.wav,datasec:DATASEC/Voices/Voices-1003.wav,T3,0.857044,4.000,review
datasec:DATASEC/Voices/Voices-0651.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.857030,5.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0856.wav,T3,0.857026,3.000,review
datasec:DATASEC/Voices/Voices-1783.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.857024,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.857014,3.500,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1282.wav,T3,0.856997,3.500,review
datasec:DATASEC/Voices/Voices-0322.wav,datasec:DATASEC/Voices/Voices-0374.wav,T3,0.856951,3.000,review
datasec:DATASEC/Voices/Voices-0874.wav,datasec:DATASEC/Voices/Voices-1690.wav,T3,0.856940,3.500,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1318.wav,T3,0.856892,3.000,review
datasec:DATASEC/Music/Music-0029.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,T3,0.856876,3.000,review
datasec:DATASEC/Voices/Voices-1318.wav,datasec:DATASEC/Voices/Voices-1693.wav,T3,0.856873,3.000,review
datasec:DATASEC/Voices/Voices-0846.wav,datasec:DATASEC/Voices/Voices-0896.wav,T3,0.856858,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,datasec:DATASEC/Voices/Voices-1676.wav,T3,0.856842,3.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0633.wav,T3,0.856782,3.500,review
datasec:DATASEC/Voices/Voices-0987.wav,datasec:DATASEC/Voices/Voices-1026.wav,T3,0.856744,3.000,review
datasec:DATASEC/Voices/Voices-0413.wav,datasec:DATASEC/Voices/Voices-0414.wav,T3,0.856727,5.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-1465.wav,T3,0.856717,3.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0869.wav,T3,0.856715,3.000,review
datasec:DATASEC/Voices/Voices-1016.wav,datasec:DATASEC/Voices/Voices-1032.wav,T3,0.856683,5.500,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0063.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.856677,3.000,review
datasec:DATASEC/Voices/Voices-0874.wav,datasec:DATASEC/Voices/Voices-1380.wav,T3,0.856663,3.500,review
datasec:DATASEC/Voices/Voices-0905.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.856627,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0039.wav,datasec:DATASEC/Glass breaking/Glass breaking-0042.wav,T3,0.856617,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-0643.wav,T3,0.856530,4.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1776.wav,T3,0.856513,3.500,review
datasec:DATASEC/Voices/Voices-0646.wav,datasec:DATASEC/Voices/Voices-0655.wav,T3,0.856487,3.000,review
datasec:DATASEC/Voices/Voices-0648.wav,datasec:DATASEC/Voices/Voices-0849.wav,T3,0.856446,3.000,review
datasec:DATASEC/Voices/Voices-1323.wav,datasec:DATASEC/Voices/Voices-1328.wav,T3,0.856442,3.000,review
datasec:DATASEC/Voices/Voices-1224.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.856423,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0356.wav,T3,0.856413,3.500,review
datasec:DATASEC/Voices/Voices-0896.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.856377,4.500,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0439.wav,T3,0.856376,3.000,review
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0010.wav,datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0048.wav,T3,0.856366,5.000,review
datasec:DATASEC/Voices/Voices-1374.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.856365,4.000,review
datasec:DATASEC/Bells/Bells-0011.wav,datasec:DATASEC/Bells/Bells-0013.wav,T3,0.856344,22.000,review
datasec:DATASEC/Cat fights and moans/Cat fights and moans-0010.wav,datasec:DATASEC/Cat fights and moans/Cat fights and moans-0011.wav,T3,0.856294,4.500,review
datasec:DATASEC/Voices/Voices-1014.wav,datasec:DATASEC/Voices/Voices-1032.wav,T3,0.856277,3.500,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1812.wav,T3,0.856248,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0041.wav,datasec:DATASEC/Glass breaking/Glass breaking-0055.wav,T3,0.856242,3.000,review
datasec:DATASEC/Voices/Voices-1791.wav,datasec:DATASEC/Voices/Voices-1801.wav,T3,0.856240,3.000,review
datasec:DATASEC/Voices/Voices-1308.wav,datasec:DATASEC/Voices/Voices-1312.wav,T3,0.856224,3.000,review
datasec:DATASEC/Voices/Voices-1312.wav,datasec:DATASEC/Voices/Voices-1783.wav,T3,0.856207,3.000,review
datasec:DATASEC/Voices/Voices-1466.wav,datasec:DATASEC/Voices/Voices-1478.wav,T3,0.856179,3.500,review
datasec:DATASEC/Voices/Voices-0758.wav,datasec:DATASEC/Voices/Voices-0766.wav,T3,0.856153,3.500,review
datasec:DATASEC/Voices/Voices-0651.wav,datasec:DATASEC/Voices/Voices-0682.wav,T3,0.856150,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1253.wav,T3,0.856138,3.000,review
datasec:DATASEC/Voices/Voices-0568.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.856132,3.000,review
datasec:DATASEC/Music/Music-0167.wav,datasec:DATASEC/Music/Music-0234.wav,T3,0.856121,3.000,review
datasec:DATASEC/Voices/Voices-1206.wav,datasec:DATASEC/Voices/Voices-1787.wav,T3,0.856077,3.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-0661.wav,T3,0.856037,3.000,review
datasec:DATASEC/Voices/Voices-1015.wav,datasec:DATASEC/Voices/Voices-1026.wav,T3,0.856031,3.000,review
datasec:DATASEC/Voices/Voices-1302.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.856029,6.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.856009,3.000,review
datasec:DATASEC/Music/Music-0168.wav,datasec:DATASEC/Music/Music-0328.wav,T3,0.855993,3.000,review
datasec:DATASEC/Voices/Voices-1024.wav,datasec:DATASEC/Voices/Voices-1028.wav,T3,0.855971,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0860.wav,T3,0.855902,3.000,review
datasec:DATASEC/Voices/Voices-1293.wav,datasec:DATASEC/Voices/Voices-1304.wav,T3,0.855885,5.000,review
datasec:DATASEC/Voices/Voices-0326.wav,datasec:DATASEC/Voices/Voices-0329.wav,T3,0.855884,3.000,review
datasec:DATASEC/Voices/Voices-0414.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.855874,3.500,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.855864,4.000,review
datasec:DATASEC/Music/Music-0152.wav,datasec:DATASEC/Music/Music-0234.wav,T3,0.855847,3.000,review
datasec:DATASEC/Voices/Voices-1377.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.855841,3.000,review
datasec:DATASEC/Voices/Voices-0277.wav,datasec:DATASEC/Voices/Voices-1206.wav,T3,0.855782,3.000,review
datasec:DATASEC/Voices/Voices-1028.wav,datasec:DATASEC/Voices/Voices-1032.wav,T3,0.855778,4.000,review
datasec:DATASEC/Voices/Voices-0915.wav,datasec:DATASEC/Voices/Voices-1003.wav,T3,0.855774,5.500,review
datasec:DATASEC/Music/Music-0198.wav,datasec:DATASEC/Music/Music-0385.wav,T3,0.855758,4.000,review
datasec:DATASEC/Voices/Voices-0370.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.855735,3.000,review
datasec:DATASEC/Voices/Voices-0926.wav,datasec:DATASEC/Voices/Voices-1032.wav,T3,0.855720,3.500,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0586.wav,T3,0.855702,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-1808.wav,T3,0.855695,3.000,review
datasec:DATASEC/Voices/Voices-0666.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.855691,3.000,review
datasec:DATASEC/Voices/Voices-0874.wav,datasec:DATASEC/Voices/Voices-0889.wav,T3,0.855665,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.855661,3.000,review
datasec:DATASEC/Voices/Voices-1266.wav,datasec:DATASEC/Voices/Voices-1767.wav,T3,0.855661,3.000,review
datasec:DATASEC/Voices/Voices-1401.wav,datasec:DATASEC/Voices/Voices-1745.wav,T3,0.855645,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0038.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.855612,3.000,review
datasec:DATASEC/Voices/Voices-1266.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.855569,3.000,review
datasec:DATASEC/Voices/Voices-0433.wav,datasec:DATASEC/Voices/Voices-0636.wav,T3,0.855552,3.000,review
datasec:DATASEC/Voices/Voices-1316.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.855530,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0869.wav,T3,0.855524,3.000,review
datasec:DATASEC/Voices/Voices-0637.wav,datasec:DATASEC/Voices/Voices-0648.wav,T3,0.855498,3.500,review
datasec:DATASEC/Music/Music-0385.wav,datasec:DATASEC/Music/Music-0891.wav,T3,0.855458,4.500,review
datasec:DATASEC/Voices/Voices-0791.wav,datasec:DATASEC/Voices/Voices-1742.wav,T3,0.855451,3.000,review
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0121.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0145.wav,T3,0.855443,11.500,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1819.wav,T3,0.855421,3.000,review
datasec:DATASEC/Voices/Voices-0225.wav,datasec:DATASEC/Voices/Voices-0329.wav,T3,0.855385,3.000,review
datasec:DATASEC/Voices/Voices-1364.wav,datasec:DATASEC/Voices/Voices-1374.wav,T3,0.855358,3.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.855340,3.000,review
datasec:DATASEC/Voices/Voices-1246.wav,datasec:DATASEC/Voices/Voices-1253.wav,T3,0.855260,3.500,review
datasec:DATASEC/Music/Music-0390.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.855221,3.500,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-0758.wav,T3,0.855197,4.000,review
datasec:DATASEC/Voices/Voices-0082.wav,datasec:DATASEC/Voices/Voices-0177.wav,T3,0.855193,4.500,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Voices/Voices-1603.wav,T3,0.855188,3.000,review
datasec:DATASEC/Voices/Voices-0366.wav,datasec:DATASEC/Voices/Voices-0634.wav,T3,0.855188,3.000,review
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0160.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0265.wav,T3,0.855169,3.000,review
datasec:DATASEC/Voices/Voices-0641.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.855159,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datasec:DATASEC/Music/Music-0891.wav,T3,0.855156,5.500,review
datasec:DATASEC/Voices/Voices-1800.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.855152,3.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.855121,3.000,review
datasec:DATASEC/Voices/Voices-0651.wav,datasec:DATASEC/Voices/Voices-0874.wav,T3,0.855105,3.500,review
datasec:DATASEC/Voices/Voices-0859.wav,datasec:DATASEC/Voices/Voices-0895.wav,T3,0.855041,3.000,review
datasec:DATASEC/Voices/Voices-0905.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.855024,3.000,review
datasec:DATASEC/Voices/Voices-1262.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.855024,4.500,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0037.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0043.wav,T3,0.855010,3.000,review
datasec:DATASEC/Cicadas and crickets/Cicadas/Cicadas-0051.wav,datasec:DATASEC/Music/Music-0037.wav,T3,0.854994,4.000,review
datasec:DATASEC/Voices/Voices-0791.wav,datasec:DATASEC/Voices/Voices-0846.wav,T3,0.854923,3.000,review
datasec:DATASEC/Voices/Voices-0999.wav,datasec:DATASEC/Voices/Voices-1032.wav,T3,0.854920,6.000,review
datasec:DATASEC/Music/Music-0110.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.854908,3.000,review
datasec:DATASEC/Voices/Voices-0080.wav,datasec:DATASEC/Voices/Voices-1775.wav,T3,0.854904,3.000,review
datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0038.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0067.wav,T3,0.854875,10.500,review
datasec:DATASEC/Voices/Voices-1253.wav,datasec:DATASEC/Voices/Voices-1776.wav,T3,0.854872,3.000,review
datasec:DATASEC/Vacuum cleaner fan and hairdryer/fan/fan-0013.wav,datasec:DATASEC/Workshop/drill/drill-0004.wav,T3,0.854866,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0889.wav,T3,0.854866,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0758.wav,T3,0.854864,3.000,review
datasec:DATASEC/Voices/Voices-1336.wav,datasec:DATASEC/Voices/Voices-1804.wav,T3,0.854860,3.000,review
datasec:DATASEC/Voices/Voices-0915.wav,datasec:DATASEC/Voices/Voices-0968.wav,T3,0.854823,3.000,review
datasec:DATASEC/Voices/Voices-0841.wav,datasec:DATASEC/Voices/Voices-0849.wav,T3,0.854792,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0036.wav,datasec:DATASEC/Glass breaking/Glass breaking-0042.wav,T3,0.854762,3.000,review
datasec:DATASEC/Voices/Voices-0267.wav,datasec:DATASEC/Voices/Voices-1775.wav,T3,0.854734,3.500,review
datasec:DATASEC/Music/Music-0891.wav,datasec:DATASEC/Thunder fireworks and gunshot/Fireworks/Fireworks-0040.wav,T3,0.854731,6.500,review
datasec:DATASEC/Voices/Voices-1282.wav,datasec:DATASEC/Voices/Voices-1293.wav,T3,0.854705,3.000,review
datasec:DATASEC/Voices/Voices-0277.wav,datasec:DATASEC/Voices/Voices-1250.wav,T3,0.854699,4.000,review
datasec:DATASEC/Voices/Voices-0404.wav,datasec:DATASEC/Voices/Voices-0583.wav,T3,0.854697,3.000,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1312.wav,T3,0.854686,3.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0046.wav,datasec:DATASEC/Glass breaking/Glass breaking-0049.wav,T3,0.854678,3.000,review
datasec:DATASEC/Music/Music-0110.wav,datasec:DATASEC/Music/Music-0234.wav,T3,0.854677,3.000,review
datasec:DATASEC/Music/Music-0178.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.854668,4.000,review
datasec:DATASEC/Music/Music-0178.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.854668,4.000,review
datasec:DATASEC/Voices/Voices-0980.wav,datasec:DATASEC/Voices/Voices-1006.wav,T3,0.854667,3.000,review
datasec:DATASEC/Voices/Voices-1128.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.854667,3.500,review
datasec:DATASEC/Voices/Voices-1151.wav,datasec:DATASEC/Voices/Voices-1166.wav,T3,0.854659,3.500,review
datasec:DATASEC/Voices/Voices-1316.wav,datasec:DATASEC/Voices/Voices-1337.wav,T3,0.854643,5.500,review
datasec:DATASEC/Music/Music-0843.wav,datasec:DATASEC/Music/Music-0871.wav,T3,0.854621,3.000,review
datasec:DATASEC/Voices/Voices-1009.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.854594,3.000,review
datasec:DATASEC/Voices/Voices-1224.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.854586,3.000,review
datasec:DATASEC/Voices/Voices-1303.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.854581,3.000,review
datasec:DATASEC/Voices/Voices-0306.wav,datasec:DATASEC/Voices/Voices-0677.wav,T3,0.854546,3.000,review
datasec:DATASEC/Voices/Voices-0791.wav,datasec:DATASEC/Voices/Voices-0814.wav,T3,0.854543,3.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.854528,3.000,review
datasec:DATASEC/Voices/Voices-1776.wav,datasec:DATASEC/Voices/Voices-1824.wav,T3,0.854470,3.000,review
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0441.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0459.wav,T3,0.854451,7.000,review
datasec:DATASEC/Music/Music-0361.wav,datasec:DATASEC/Music/Music-0834.wav,T3,0.854418,4.000,review
datasec:DATASEC/Music/Music-0125.wav,datasec:DATASEC/Music/Music-0328.wav,T3,0.854386,6.000,review
datasec:DATASEC/Voices/Voices-1001.wav,datasec:DATASEC/Voices/Voices-1006.wav,T3,0.854360,3.500,review
datasec:DATASEC/Voices/Voices-1309.wav,datasec:DATASEC/Voices/Voices-1322.wav,T3,0.854307,6.500,review
datasec:DATASEC/Voices/Voices-0327.wav,datasec:DATASEC/Voices/Voices-1775.wav,T3,0.854301,3.000,review
datasec:DATASEC/Voices/Voices-0648.wav,datasec:DATASEC/Voices/Voices-0814.wav,T3,0.854298,3.000,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1308.wav,T3,0.854294,4.500,review
datasec:DATASEC/Voices/Voices-1863.wav,datasec:DATASEC/Voices/Voices-1876.wav,T3,0.854240,3.000,review
datasec:DATASEC/Voices/Voices-0610.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.854218,3.000,review
datasec:DATASEC/Voices/Voices-1304.wav,datasec:DATASEC/Voices/Voices-1316.wav,T3,0.854190,3.000,review
datasec:DATASEC/Voices/Voices-1160.wav,datasec:DATASEC/Voices/Voices-1179.wav,T3,0.854183,3.000,review
datasec:DATASEC/Voices/Voices-1380.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.854166,3.000,review
datasec:DATASEC/Voices/Voices-0180.wav,datasec:DATASEC/Voices/Voices-0246.wav,T3,0.854162,3.000,review
datasec:DATASEC/Voices/Voices-0313.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.854122,3.000,review
datasec:DATASEC/Voices/Voices-0874.wav,datasec:DATASEC/Voices/Voices-1745.wav,T3,0.854070,3.000,review
